"token_id","class","bigramFreq","len","nvowels","ncons","vowelRatio","consRatio","vowelConsRatio","specialChar","specialRatio","ndigits","digitsRatio","upperCase","lowerCase","upperRatio","lowerRatio","seqRatio","majoritySpecial","seqCons","innerSpecial","mostFreq","countNonAlpha"
"adverse",0,6.3005500550055,7,3,4,0.428571428571429,0.571428571428571,0.75,0,0,0,0,0,7,0,1,0,0,0,0,0,0
"reactlons",1,7.98052805280528,9,3,6,0.333333333333333,0.666666666666667,0.5,0,0,0,0,0,9,0,1,0,0,0,0,0,0
"Verslal",1,7.03839383938394,7,2,5,0.285714285714286,0.714285714285714,0.4,0,0,0,0,1,6,0.142857142857143,0.857142857142857,0,0,0,0,0,0
"attract",0,7.08107810781078,7,2,5,0.285714285714286,0.714285714285714,0.4,0,0,0,0,0,7,0,1,0,0,0,0,0.428571428571429,0
"Hide",1,4.39427942794279,4,2,2,0.5,0.5,1,0,0,0,0,1,3,0.25,0.75,0,0,0,0,0,0
"conducted",0,9.21584158415842,9,3,6,0.333333333333333,0.666666666666667,0.5,0,0,0,0,0,9,0,1,0,0,0,0,0,0
"overslght",1,3.91732673267327,9,2,7,0.222222222222222,0.777777777777778,0.285714285714286,0,0,0,0,0,9,0,1,0,0,1,0,0,0
"Sclence",1,5.60583058305831,7,2,5,0.285714285714286,0.714285714285714,0.4,0,0,0,0,1,6,0.142857142857143,0.857142857142857,0,0,0,0,0,0
"Technology",0,4.1958195819582,10,3,7,0.3,0.7,0.428571428571429,0,0,0,0,1,9,0.1,0.9,0,0,0,0,0,0
"resource",0,7.56803394625177,8,4,4,0.5,0.5,1,0,0,0,0,0,8,0,1,0,0,0,0,0,0
"recovery",0,8.83649222065064,8,3,5,0.375,0.625,0.6,0,0,0,0,0,8,0,1,0,0,0,0,0,0
"glven",1,5.27986798679868,5,1,4,0.2,0.8,0.25,0,0,0,0,0,5,0,1,0,0,0,0,0,0
"Hearlngs",1,6.24743045733145,8,2,6,0.25,0.75,0.333333333333333,0,0,0,0,1,7,0.125,0.875,0,0,0,0,0,0
"worker",0,6.13386138613861,6,2,4,0.333333333333333,0.666666666666667,0.5,0,0,0,0,0,6,0,1,0,0,0,0,0,0
"exposure",0,5.0993870815653,8,4,4,0.5,0.5,1,0,0,0,0,0,8,0,1,0,0,0,0,0,0
"toxlc",1,2.87623762376238,5,1,4,0.2,0.8,0.25,0,0,0,0,0,5,0,1,0,0,0,0,0,0
"materlals",1,8.48935643564356,9,3,6,0.333333333333333,0.666666666666667,0.5,0,0,0,0,0,9,0,1,0,0,0,0,0,0
"Tuesday",0,3.88767876787679,7,3,4,0.428571428571429,0.571428571428571,0.75,0,0,0,0,1,6,0.142857142857143,0.857142857142857,0,0,0,0,0,0
"Wednesday",0,4.78094059405941,9,3,6,0.333333333333333,0.666666666666667,0.5,0,0,0,0,1,8,0.111111111111111,0.888888888888889,0,0,0,0,0,0
"contlnulng",1,6.1965529886322,10,2,8,0.2,0.8,0.25,0,0,0,0,0,10,0,1,0,0,0,0,0.3,0
"health",0,12.0254785478548,6,2,4,0.333333333333333,0.666666666666667,0.5,0,0,0,0,0,6,0,1,0,0,0,0,0,0
"procurement",0,8.0846204620462,11,4,7,0.363636363636364,0.636363636363636,0.571428571428571,0,0,0,0,0,11,0,1,0,0,0,0,0,0
"systems",0,5.70704070407041,7,1,6,0.142857142857143,0.857142857142857,0.166666666666667,0,0,0,0,0,7,0,1,0,0,0,0,0.428571428571429,0
"GSA",0,3.32904290429043,3,1,2,0.333333333333333,0.666666666666667,0.5,0,0,0,0,3,0,1,0,0,0,0,0,0,0
"non",1,11.3716171617162,3,1,2,0.333333333333333,0.666666666666667,0.5,0,0,0,0,0,3,0,1,0,0,0,0,0,0
"generally",0,7.71006600660066,9,3,6,0.333333333333333,0.666666666666667,0.5,0,0,0,0,0,9,0,1,0,0,0,0,0,0
"recognlzed",1,5.47143381004767,10,3,7,0.3,0.7,0.428571428571429,0,0,0,0,0,10,0,1,0,0,0,0,0,0
"Natlonal",1,8.7056105610561,8,3,5,0.375,0.625,0.6,0,0,0,0,1,7,0.125,0.875,0,0,0,0,0,0
"Dccupatlonal",1,5.84500450045005,12,4,8,0.333333333333333,0.666666666666667,0.5,0,0,0,0,1,11,0.0833333333333333,0.916666666666667,0,0,0,0,0,0
"Safety",0,3.63788778877888,6,2,4,0.333333333333333,0.666666666666667,0.5,0,0,0,0,1,5,0.166666666666667,0.833333333333333,0,0,0,0,0,0
"Health",0,12.0254785478548,6,2,4,0.333333333333333,0.666666666666667,0.5,0,0,0,0,1,5,0.166666666666667,0.833333333333333,0,0,0,0,0,0
"Subcomnlttee",1,4.32151215121512,12,4,8,0.333333333333333,0.666666666666667,0.5,0,0,0,0,1,11,0.0833333333333333,0.916666666666667,0,0,0,0,0,0
"Morton",0,9.54891089108911,6,2,4,0.333333333333333,0.666666666666667,0.5,0,0,0,0,1,5,0.166666666666667,0.833333333333333,0,0,0,0,0,0
"Corn",0,7.84136413641364,4,1,3,0.25,0.75,0.333333333333333,0,0,0,0,1,3,0.25,0.75,0,0,0,0,0,0
"Asslstant",1,8.29166666666667,9,2,7,0.222222222222222,0.777777777777778,0.285714285714286,0,0,0,0,1,8,0.111111111111111,0.888888888888889,0,0,0,0,0.333333333333333,0
"OSHA",0,4.06754675467547,4,2,2,0.5,0.5,1,0,0,0,0,4,0,1,0,0,0,0,0,0,0
"appearlng",1,3.96674917491749,9,3,6,0.333333333333333,0.666666666666667,0.5,0,0,0,0,0,9,0,1,0,0,0,0,0,0
"spokesman",0,5.86163366336634,9,3,6,0.333333333333333,0.666666666666667,0.5,0,0,0,0,0,9,0,1,0,0,0,0,0,0
"Emll",1,3.61254125412541,4,1,3,0.25,0.75,0.333333333333333,0,0,0,0,1,3,0.25,0.75,0,0,0,0,0,0
"Chrlstofano",1,5.89762376237624,11,3,8,0.272727272727273,0.727272727272727,0.375,0,0,0,0,1,10,0.0909090909090909,0.909090909090909,0,0,0,0,0,0
"GARY",0,4.18481848184819,4,1,3,0.25,0.75,0.333333333333333,0,0,0,0,4,0,1,0,0,0,0,0,0,0
"SUNSHINE",0,6.23149457802923,8,3,5,0.375,0.625,0.6,0,0,0,0,8,0,1,0,0,0,0,0,0,0
"DRUG",0,0.947854785478548,4,1,3,0.25,0.75,0.333333333333333,0,0,0,0,4,0,1,0,0,0,0,0,0,0
"AND",0,13.3217821782178,3,1,2,0.333333333333333,0.666666666666667,0.5,0,0,0,0,3,0,1,0,0,0,0,0,0,0
"cosMETIc",1,7.58538425271099,8,3,5,0.375,0.625,0.6,0,0,0,0,4,4,0.5,0.5,0,0,0,0,0,0
"CHEMICALS",0,7.39851485148515,9,3,6,0.333333333333333,0.666666666666667,0.5,0,0,0,0,9,0,1,0,0,0,0,0,0,0
"As",0,7.79141914191419,2,1,1,0.5,0.5,1,0,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0
"you",0,3.48910891089109,3,2,1,0.666666666666667,0.333333333333333,2,0,0,0,0,0,3,0,1,0,0,0,0,0,0
"know",0,1.84158415841584,4,1,3,0.25,0.75,0.333333333333333,0,0,0,0,0,4,0,1,0,0,0,0,0,0
"objectlves",1,4.23901723505684,10,3,7,0.3,0.7,0.428571428571429,0,0,0,0,0,10,0,1,0,0,0,0,0,0
"functlon",1,5.29269212635549,8,2,6,0.25,0.75,0.333333333333333,0,0,0,0,0,8,0,1,0,0,0,0,0,0
"FDCC",0,0.817161716171617,4,0,4,0,1,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0
"advlse",1,2.87775577557756,6,2,4,0.333333333333333,0.666666666666667,0.5,0,0,0,0,0,6,0,1,0,0,0,0,0,0
"thp",0,10.9277227722772,3,0,3,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0
"organlzatlons",1,6.31430143014301,13,4,9,0.307692307692308,0.692307692307692,0.444444444444444,0,0,0,0,0,13,0,1,0,0,0,0,0,0
"havlng",1,3.14534653465347,6,1,5,0.166666666666667,0.833333333333333,0.2,0,0,0,0,0,6,0,1,0,0,0,0,0,0
"responslbllltles",1,6.67599559955996,16,3,13,0.1875,0.8125,0.230769230769231,0,0,0,0,0,16,0,1,0.1875,0,1,0,0.3125,0
"represent",0,11.9151815181518,9,3,6,0.333333333333333,0.666666666666667,0.5,0,0,0,0,0,9,0,1,0,0,0,0,0.333333333333333,0
"dlrected",1,7.88467703913248,8,2,6,0.25,0.75,0.333333333333333,0,0,0,0,0,8,0,1,0,0,0,0,0,0
"largely",0,4.1042904290429,7,2,5,0.285714285714286,0.714285714285714,0.4,0,0,0,0,0,7,0,1,0,0,0,0,0,0
"structure",0,5.94826732673267,9,3,6,0.333333333333333,0.666666666666667,0.5,0,0,0,0,0,9,0,1,0,0,0,0,0,0
"establlshed",1,7.66778877887789,11,3,8,0.272727272727273,0.727272727272727,0.375,0,0,0,0,0,11,0,1,0,0,0,0,0,0
"conslsts",1,7.97812352663838,8,1,7,0.125,0.875,0.142857142857143,0,0,0,0,0,8,0,1,0,0,1,0,0.375,0
"essentlally",1,7.9229702970297,11,3,8,0.272727272727273,0.727272727272727,0.375,0,0,0,0,0,11,0,1,0,0,0,0,0.272727272727273,0
"subcommlttees",1,5.36298129812981,13,4,9,0.307692307692308,0.692307692307692,0.444444444444444,0,0,0,0,0,13,0,1,0,0,0,0,0,0
"developmg",1,3.43481848184818,9,3,6,0.333333333333333,0.666666666666667,0.5,0,0,0,0,0,9,0,1,0,0,0,0,0,0
"referrlng",1,5.8207095709571,9,2,7,0.222222222222222,0.777777777777778,0.285714285714286,0,0,0,0,0,9,0,1,0,0,0,0,0.333333333333333,0
"wellideveloped",1,4.58497080477279,14,6,8,0.428571428571429,0.571428571428571,0.75,0,0,0,0,0,14,0,1,0,0,0,0,0.285714285714286,0
"advantage",0,5.78432343234323,9,4,5,0.444444444444444,0.555555555555556,0.8,0,0,0,0,0,9,0,1,0,0,0,0,0.333333333333333,0
"manpower",0,6.54681753889675,8,3,5,0.375,0.625,0.6,0,0,0,0,0,8,0,1,0,0,0,0,0,0
"establlshlng",1,5.08688868886889,12,2,10,0.166666666666667,0.833333333333333,0.2,0,0,0,0,0,12,0,1,0,0,1,0,0.25,0
"welldeflned",1,3.99122112211221,11,3,8,0.272727272727273,0.727272727272727,0.375,0,0,0,0,0,11,0,1,0,0,0,0,0.272727272727273,0
"dlvlslon",1,3.69354078264969,8,1,7,0.125,0.875,0.142857142857143,0,0,0,0,0,8,0,1,0,0,1,0,0.375,0
"ellmlnatlng",1,4.03306930693069,11,2,9,0.181818181818182,0.818181818181818,0.222222222222222,0,0,0,0,0,11,0,1,0,0,0,0,0.363636363636364,0
"repetltlous",1,4.86884488448845,11,4,7,0.363636363636364,0.636363636363636,0.571428571428571,0,0,0,0,0,11,0,1,0,0,0,0,0,0
"extenslve",1,5.41452145214521,9,3,6,0.333333333333333,0.666666666666667,0.5,0,0,0,0,0,9,0,1,0,0,0,0,0.333333333333333,0
"FDA",0,1.90660066006601,3,1,2,0.333333333333333,0.666666666666667,0.5,0,0,0,0,3,0,1,0,0,0,0,0,0,0
"Admlnlstratlve",1,4.30677837014471,14,3,11,0.214285714285714,0.785714285714286,0.272727272727273,0,0,0,0,1,13,0.0714285714285714,0.928571428571429,0,0,1,0,0.214285714285714,0
"Practlces",1,5.67310231023102,9,2,7,0.222222222222222,0.777777777777778,0.285714285714286,0,0,0,0,1,8,0.111111111111111,0.888888888888889,0,0,0,0,0,0
"Procedures",0,7.96428309497616,10,4,6,0.4,0.6,0.666666666666667,0,0,0,0,1,9,0.1,0.9,0,0,0,0,0,0
"unportance",1,6.6023469013568,10,4,6,0.4,0.6,0.666666666666667,0,0,0,0,0,10,0,1,0,0,0,0,0,0
"Sectlon",1,7.43938393839384,7,2,5,0.285714285714286,0.714285714285714,0.4,0,0,0,0,1,6,0.142857142857143,0.857142857142857,0,0,0,0,0,0
"representatlon",1,10.8814419903529,14,5,9,0.357142857142857,0.642857142857143,0.555555555555556,0,0,0,0,0,14,0,1,0,0,0,0,0.214285714285714,0
"trade",0,5.78547854785478,5,2,3,0.4,0.6,0.666666666666667,0,0,0,0,0,5,0,1,0,0,0,0,0,0
"assoclatlon",1,6.56184818481848,11,4,7,0.363636363636364,0.636363636363636,0.571428571428571,0,0,0,0,0,11,0,1,0,0,0,0,0,0
"tatlon",1,9.22745874587459,6,2,4,0.333333333333333,0.666666666666667,0.5,0,0,0,0,0,6,0,1,0,0,0,0,0,0
"except",0,2.63181518151815,6,2,4,0.333333333333333,0.666666666666667,0.5,0,0,0,0,0,6,0,1,0,0,0,0,0,0
"obstacles",0,6.10354785478548,9,3,6,0.333333333333333,0.666666666666667,0.5,0,0,0,0,0,9,0,1,0,0,0,0,0,0
"equltable",1,2.97821782178218,9,4,5,0.444444444444444,0.555555555555556,0.8,0,0,0,0,0,9,0,1,0,0,0,0,0,0
"admlnlstratlon",1,5.43706524498604,14,3,11,0.214285714285714,0.785714285714286,0.272727272727273,0,0,0,0,0,14,0,1,0,0,1,0,0.214285714285714,0
"justlce",1,4.0963696369637,7,2,5,0.285714285714286,0.714285714285714,0.4,0,0,0,0,0,7,0,1,0,0,0,0,0,0
"evoked",0,3.06059405940594,6,3,3,0.5,0.5,1,0,0,0,0,0,6,0,1,0,0,0,0,0,0
"provlslon",1,5.3203795379538,9,2,7,0.222222222222222,0.777777777777778,0.285714285714286,0,0,0,0,0,9,0,1,0,0,0,0,0,0
"preclude",0,6.0989156058463,8,3,5,0.375,0.625,0.6,0,0,0,0,0,8,0,1,0,0,0,0,0,0
"Such",0,3.4970297029703,4,1,3,0.25,0.75,0.333333333333333,0,0,0,0,1,3,0.25,0.75,0,0,0,0,0,0
"objectlons",1,4.94132746607994,10,3,7,0.3,0.7,0.428571428571429,0,0,0,0,0,10,0,1,0,0,0,0,0,0
"Other",0,14.6001650165016,5,2,3,0.4,0.6,0.666666666666667,0,0,0,0,1,4,0.2,0.8,0,0,0,0,0,0
"features",0,8.94898632720415,8,4,4,0.5,0.5,1,0,0,0,0,0,8,0,1,0,0,0,0,0,0
"substantlal",1,7.18356435643564,11,3,8,0.272727272727273,0.727272727272727,0.375,0,0,0,0,0,11,0,1,0,0,0,0,0,0
"establlshment",1,6.90775577557756,13,3,10,0.230769230769231,0.769230769230769,0.3,0,0,0,0,0,13,0,1,0,0,1,0,0,0
"crlterla",1,5.33635077793494,8,2,6,0.25,0.75,0.333333333333333,0,0,0,0,0,8,0,1,0,0,0,0,0,0
"asserted",0,9.38708156529939,8,3,5,0.375,0.625,0.6,0,0,0,0,0,8,0,1,0,0,0,0,0,0
"constltuted",1,7.82805280528053,11,3,8,0.272727272727273,0.727272727272727,0.375,0,0,0,0,0,11,0,1,0,0,0,0,0.272727272727273,0
"proper",0,7.39260726072607,6,2,4,0.333333333333333,0.666666666666667,0.5,0,0,0,0,0,6,0,1,0,0,0,0,0,0
"deny",0,7.34785478547855,4,1,3,0.25,0.75,0.333333333333333,0,0,0,0,0,4,0,1,0,0,0,0,0,0
"petition",0,11.8875058934465,8,4,4,0.5,0.5,1,0,0,0,0,0,8,0,1,0,0,0,0,0,0
"rlght",1,0.799504950495049,5,0,5,0,1,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0
"hearlng",1,7.17755775577558,7,2,5,0.285714285714286,0.714285714285714,0.4,0,0,0,0,0,7,0,1,0,0,0,0,0,0
"These",0,15.653795379538,5,2,3,0.4,0.6,0.666666666666667,0,0,0,0,1,4,0.2,0.8,0,0,0,0,0,0
"others",0,12.4075247524752,6,2,4,0.333333333333333,0.666666666666667,0.5,0,0,0,0,0,6,0,1,0,0,0,0,0,0
"Varylng",1,3.31650165016502,7,1,6,0.142857142857143,0.857142857142857,0.166666666666667,0,0,0,0,1,6,0.142857142857143,0.857142857142857,0,0,0,0,0,0
"degrees",0,8.36567656765676,7,3,4,0.428571428571429,0.571428571428571,0.75,0,0,0,0,0,7,0,1,0,0,0,0,0.428571428571429,0
"merely",0,9.29940594059406,6,2,4,0.333333333333333,0.666666666666667,0.5,0,0,0,0,0,6,0,1,0,0,0,0,0,0
"codlflcatlon",1,5.26354635463546,12,3,9,0.25,0.75,0.333333333333333,0,0,0,0,0,12,0,1,0,0,0,0,0.25,0
"Although",0,6.23724658180104,8,3,5,0.375,0.625,0.6,0,0,0,0,1,7,0.125,0.875,0,0,0,0,0,0
"orlglnally",1,4.07033370003667,10,2,8,0.2,0.8,0.25,0,0,0,0,0,10,0,1,0,0,0,0,0.4,0
"heralded",0,10.0639321074965,8,3,5,0.375,0.625,0.6,0,0,0,0,0,8,0,1,0,0,0,0,0,0
"ments",0,9.80709570957096,5,1,4,0.2,0.8,0.25,0,0,0,0,0,5,0,1,0,0,0,0,0,0
"extendlng",1,6.08267326732673,9,2,7,0.222222222222222,0.777777777777778,0.285714285714286,0,0,0,0,0,9,0,1,0,0,0,0,0,0
"beyond",0,7.37491749174917,6,2,4,0.333333333333333,0.666666666666667,0.5,0,0,0,0,0,6,0,1,0,0,0,0,0,0
"Under",0,9.2970297029703,5,2,3,0.4,0.6,0.666666666666667,0,0,0,0,1,4,0.2,0.8,0,0,0,0,0,0
"manufacturlng",1,4.01573157315732,13,4,9,0.307692307692308,0.692307692307692,0.444444444444444,0,0,0,0,0,13,0,1,0,0,0,0,0,0
"sectlons",1,7.26845827439887,8,2,6,0.25,0.75,0.333333333333333,0,0,0,0,0,8,0,1,0,0,0,0,0,0
"survelllance",1,5.37323732373237,12,4,8,0.333333333333333,0.666666666666667,0.5,0,0,0,0,0,12,0,1,0.25,0,0,0,0.25,0
"food",0,2.37315731573157,4,2,2,0.5,0.5,1,0,0,0,0,0,4,0,1,0,0,0,0,0,0
"establlshments",1,6.71454683929931,14,3,11,0.214285714285714,0.785714285714286,0.272727272727273,0,0,0,0,0,14,0,1,0,0,1,0,0.214285714285714,0
"foods",0,2.21650165016502,5,2,3,0.4,0.6,0.666666666666667,0,0,0,0,0,5,0,1,0,0,0,0,0,0
"adulterated",0,8.5163696369637,11,5,6,0.454545454545455,0.545454545454545,0.833333333333333,0,0,0,0,0,11,0,1,0,0,0,0,0,0
"pertaining",0,9.37000366703337,10,4,6,0.4,0.6,0.666666666666667,0,0,0,0,0,10,0,1,0,0,0,0,0,0
"label",0,4.08613861386139,5,2,3,0.4,0.6,0.666666666666667,0,0,0,0,0,5,0,1,0,0,0,0,0,0
"identification",0,10.171312515867,14,7,7,0.5,0.5,1,0,0,0,0,0,14,0,1,0,0,0,0,0.285714285714286,0
"lngredlents",1,7.64613861386139,11,2,9,0.181818181818182,0.818181818181818,0.222222222222222,0,0,0,0,0,11,0,1,0,0,0,0,0,0
"monltored",1,9.00726072607261,9,3,6,0.333333333333333,0.666666666666667,0.5,0,0,0,0,0,9,0,1,0,0,0,0,0,0
"mar",1,7.21947194719472,3,1,2,0.333333333333333,0.666666666666667,0.5,0,0,0,0,0,3,0,1,0,0,0,0,0,0
"Carclnogenlc",1,3.72571257125713,12,3,9,0.25,0.75,0.333333333333333,0,0,0,0,1,11,0.0833333333333333,0.916666666666667,0,0,0,0,0,0
"Bloassay",1,3.79226779820839,8,3,5,0.375,0.625,0.6,0,0,0,0,1,7,0.125,0.875,0,0,0,0,0,0
"FCC",0,0.781518151815181,3,0,3,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0
"FADWHD",1,1.47617161716172,6,1,5,0.166666666666667,0.833333333333333,0.2,0,0,0,0,6,0,1,0,0,0,0,0,0,0
"monographs",0,4.33237990465713,10,3,7,0.3,0.7,0.428571428571429,0,0,0,0,0,10,0,1,0,0,0,0,0,0
"chemlcals",1,6.03663366336634,9,2,7,0.222222222222222,0.777777777777778,0.285714285714286,0,0,0,0,0,9,0,1,0,0,0,0,0,0
"GRAS",0,6.05852585258526,4,1,3,0.25,0.75,0.333333333333333,0,0,0,0,4,0,1,0,0,0,0,0,0,0
"carrled",1,5.31518151815181,7,2,5,0.285714285714286,0.714285714285714,0.4,0,0,0,0,0,7,0,1,0,0,0,0,0,0
"out",0,4.08646864686469,3,2,1,0.666666666666667,0.333333333333333,2,0,0,0,0,0,3,0,1,0,0,0,0,0,0
"prlmarlly",1,3.73440594059406,9,1,8,0.111111111111111,0.888888888888889,0.125,0,0,0,0,0,9,0,1,0,0,0,0,0.333333333333333,0
"drug",0,0.947854785478548,4,1,3,0.25,0.75,0.333333333333333,0,0,0,0,0,4,0,1,0,0,0,0,0,0
"cosmetlc",1,4.42913719943423,8,2,6,0.25,0.75,0.333333333333333,0,0,0,0,0,8,0,1,0,0,0,0,0,0
"Good",0,1.28668866886689,4,2,2,0.5,0.5,1,0,0,0,0,1,3,0.25,0.75,0,0,0,0,0,0
"Manufacturlng",1,4.01573157315732,13,4,9,0.307692307692308,0.692307692307692,0.444444444444444,0,0,0,0,1,12,0.0769230769230769,0.923076923076923,0,0,0,0,0,0
"Guldellnes",1,4.72863953061973,10,3,7,0.3,0.7,0.428571428571429,0,0,0,0,1,9,0.1,0.9,0,0,0,0,0.3,0
"bulk",0,1.33091309130913,4,1,3,0.25,0.75,0.333333333333333,0,0,0,0,0,4,0,1,0,0,0,0,0,0
"drugs",0,0.877557755775578,5,1,4,0.2,0.8,0.25,0,0,0,0,0,5,0,1,0,0,0,0,0,0
"addltlon",1,4.19424799622819,8,2,6,0.25,0.75,0.333333333333333,0,0,0,0,0,8,0,1,0,0,0,0,0,0
"GMA",0,3.26798679867987,3,1,2,0.333333333333333,0.666666666666667,0.5,0,0,0,0,3,0,1,0,0,0,0,0,0,0
"relate",0,10.9586798679868,6,3,3,0.5,0.5,1,0,0,0,0,0,6,0,1,0,0,0,0,0,0
"detalls",1,6.51287128712871,7,2,5,0.285714285714286,0.714285714285714,0.4,0,0,0,0,0,7,0,1,0,0,0,0,0,0
"organlzatlon",1,6.32079207920792,12,4,8,0.333333333333333,0.666666666666667,0.5,0,0,0,0,0,12,0,1,0,0,0,0,0,0
"operatlon",1,8.34298679867987,9,4,5,0.444444444444444,0.555555555555556,0.8,0,0,0,0,0,9,0,1,0,0,0,0,0,0
"center",0,12.0339273927393,6,2,4,0.333333333333333,0.666666666666667,0.5,0,0,0,0,0,6,0,1,0,0,0,0,0,0
"conslderatlons",1,8.62767199796903,14,4,10,0.285714285714286,0.714285714285714,0.4,0,0,0,0,0,14,0,1,0,0,0,0,0,0
"understandlng",1,8.06105610561056,13,3,10,0.230769230769231,0.769230769230769,0.3,0,0,0,0,0,13,0,1,0,0,0,0,0.230769230769231,0
"questlons",1,7.41039603960396,9,3,6,0.333333333333333,0.666666666666667,0.5,0,0,0,0,0,9,0,1,0,0,0,0,0,0
"controversles",1,8.79433443344334,13,4,9,0.307692307692308,0.692307692307692,0.444444444444444,0,0,0,0,0,13,0,1,0,0,0,0,0,0
"confront",0,10.3341819896275,8,2,6,0.25,0.75,0.333333333333333,0,0,0,0,0,8,0,1,0,0,0,0,0,0
"tles",1,7.1023102310231,4,1,3,0.25,0.75,0.333333333333333,0,0,0,0,0,4,0,1,0,0,0,0,0,0
"forward",0,4.88888888888889,7,2,5,0.285714285714286,0.714285714285714,0.4,0,0,0,0,0,7,0,1,0,0,0,0,0,0
"summary",0,4.10836083608361,7,2,5,0.285714285714286,0.714285714285714,0.4,0,0,0,0,0,7,0,1,0,0,0,0,0,0
"wlthout",1,5.70924092409241,7,2,5,0.285714285714286,0.714285714285714,0.4,0,0,0,0,0,7,0,1,0,0,0,0,0,0
"clearly",0,4.44488448844884,7,2,5,0.285714285714286,0.714285714285714,0.4,0,0,0,0,0,7,0,1,0,0,0,0,0,0
"cllmate",1,6.78272827282728,7,2,5,0.285714285714286,0.714285714285714,0.4,0,0,0,0,0,7,0,1,0,0,0,0,0,0
"exlsts",1,4.29174917491749,6,1,5,0.166666666666667,0.833333333333333,0.2,0,0,0,0,0,6,0,1,0,0,0,0,0,0
"today",0,3.97194719471947,5,2,3,0.4,0.6,0.666666666666667,0,0,0,0,0,5,0,1,0,0,0,0,0,0
"superflclally",1,4.20979097909791,13,3,10,0.230769230769231,0.769230769230769,0.3,0,0,0,0,0,13,0,1,0,0,0,0,0.307692307692308,0
"react",0,8.73993399339934,5,2,3,0.4,0.6,0.666666666666667,0,0,0,0,0,5,0,1,0,0,0,0,0,0
"arlse",1,4.76996699669967,5,2,3,0.4,0.6,0.666666666666667,0,0,0,0,0,5,0,1,0,0,0,0,0,0
"Desplte",1,6.89119911991199,7,2,5,0.285714285714286,0.714285714285714,0.4,0,0,0,0,1,6,0.142857142857143,0.857142857142857,0,0,0,0,0,0
"dlllgent",1,5.6974068835455,8,1,7,0.125,0.875,0.142857142857143,0,0,0,0,0,8,0,1,0.375,0,0,0,0.375,0
"restructurlng",1,5.88476347634764,13,3,10,0.230769230769231,0.769230769230769,0.3,0,0,0,0,0,13,0,1,0,0,0,0,0.230769230769231,0
"propose",0,5.83344334433443,7,3,4,0.428571428571429,0.571428571428571,0.75,0,0,0,0,0,7,0,1,0,0,0,0,0,0
"ular",0,5.46688668866887,4,2,2,0.5,0.5,1,0,0,0,0,0,4,0,1,0,0,0,0,0,0
"solutlon",1,4.78444130127298,8,3,5,0.375,0.625,0.6,0,0,0,0,0,8,0,1,0,0,0,0,0,0
"fry",0,1.78052805280528,3,0,3,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0
"PHILLIPS",0,2.70834512022631,8,2,6,0.25,0.75,0.333333333333333,0,0,0,0,8,0,1,0,0,0,0,0,0,0
"TRANSPORTATION",0,9.91505458238131,14,5,9,0.357142857142857,0.642857142857143,0.555555555555556,0,0,0,0,14,0,1,0,0,0,0,0,0.214285714285714,0
"EQUIPMENT",0,4.84810231023102,9,4,5,0.444444444444444,0.555555555555556,0.8,0,0,0,0,9,0,1,0,0,0,0,0,0,0
"comprlsed",1,5.94034653465347,9,2,7,0.222222222222222,0.777777777777778,0.285714285714286,0,0,0,0,0,9,0,1,0,0,0,0,0,0
"handles",0,9.04301430143014,7,2,5,0.285714285714286,0.714285714285714,0.4,0,0,0,0,0,7,0,1,0,0,0,0,0,0
"technlcally",1,5.08858085808581,11,2,9,0.181818181818182,0.818181818181818,0.222222222222222,0,0,0,0,0,11,0,1,0,0,0,0,0.272727272727273,0
"operate",0,9.47403740374037,7,4,3,0.571428571428571,0.428571428571429,1.33333333333333,0,0,0,0,0,7,0,1,0,0,0,0,0,0
"rules",0,6.0529702970297,5,2,3,0.4,0.6,0.666666666666667,0,0,0,0,0,5,0,1,0,0,0,0,0,0
"practlce",1,4.3955681282414,8,2,6,0.25,0.75,0.333333333333333,0,0,0,0,0,8,0,1,0,0,0,0,0,0
"board",0,3.20676567656766,5,2,3,0.4,0.6,0.666666666666667,0,0,0,0,0,5,0,1,0,0,0,0,0,0
"chalrman",1,6.55256954266855,8,2,6,0.25,0.75,0.333333333333333,0,0,0,0,0,8,0,1,0,0,0,0,0,0
"AAR",0,4.44158415841584,3,2,1,0.666666666666667,0.333333333333333,2,0,0,0,0,3,0,1,0,0,0,0,0,0,0
"Car",0,6.84455445544554,3,1,2,0.333333333333333,0.666666666666667,0.5,0,0,0,0,1,2,0.333333333333333,0.666666666666667,0,0,0,0,0,0
"Truck",0,1.98976897689769,5,1,4,0.2,0.8,0.25,0,0,0,0,1,4,0.2,0.8,0,0,0,0,0,0
"Traller",1,7.99042904290429,7,2,5,0.285714285714286,0.714285714285714,0.4,0,0,0,0,1,6,0.142857142857143,0.857142857142857,0,0,0,0,0,0
"Marlne",1,4.14679867986799,6,2,4,0.333333333333333,0.666666666666667,0.5,0,0,0,0,1,5,0.166666666666667,0.833333333333333,0,0,0,0,0,0
