"token_id","class","bigramFreq","len","nvowels","ncons","vowelRatio","consRatio","vowelConsRatio","specialChar","specialRatio","ndigits","digitsRatio","upperCase","lowerCase","upperRatio","lowerRatio","seqRatio","majoritySpecial","seqCons","innerSpecial","mostFreq","countNonAlpha"
"373707",1,0.226798679867987,6,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0.5,Inf
"373727",1,0.222706270627063,6,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0.5,Inf
"373747797",1,0.202557755775578,9,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0.555555555555556,Inf
"373767",1,0.221386138613861,6,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0.5,Inf
"3739073937",1,0.144481114778144,10,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0.4,Inf
"373917",1,0.148250825082508,6,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,Inf
"373927",1,0.135181518151815,6,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,Inf
"373957374047",1,0.137413741374137,12,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0.333333333333333,Inf
"373977",1,0.193399339933993,6,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0.5,Inf
"3739973997",1,0.153428676200953,10,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0.4,Inf
"374047",1,0.154323432343234,6,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,Inf
"374057374437",1,0.173537353735374,12,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0.333333333333333,Inf
"37407403",1,0.222065063649222,8,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,Inf
"374077",1,0.167656765676568,6,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0.5,Inf
"374097",1,0.19986798679868,6,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,Inf
"374157",1,0.157491749174917,6,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,Inf
"374157374397",1,0.163096309630963,12,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0.333333333333333,Inf
"374167",1,0.151287128712871,6,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,Inf
"3741774197",1,0.281774844151082,10,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0.4,Inf
"374197",1,0.423762376237624,6,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,Inf
"37420",1,0.191419141914191,5,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,Inf
"374227",1,0.151287128712871,6,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,Inf
"374257",1,0.149174917491749,6,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,Inf
"374267",1,0.138217821782178,6,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,Inf
"3742974397",1,0.158195819581958,10,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0.3,Inf
"374317",1,0.168184818481848,6,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,Inf
"374327",1,0.141386138613861,6,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,Inf
"374387",1,0.22983498349835,6,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,Inf
"374407437",1,0.170379537953795,9,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0.333333333333333,Inf
"374417",1,0.156171617161716,6,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,Inf
"374427",1,0.142706270627063,6,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,Inf
"374457374547",1,0.128292829282928,12,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0.333333333333333,Inf
"37447",1,0.158580858085809,5,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,Inf
"3745174547",1,0.112431243124312,10,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0.3,Inf
"374527",1,0.138217821782178,6,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,Inf
"374537",1,0.205808580858086,6,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,Inf
"37454",1,0.15049504950495,5,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,Inf
"374547",1,0.127128712871287,6,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,Inf
"3745474607",1,0.10979097909791,10,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0.3,Inf
"37464",1,0.167986798679868,5,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,Inf
"37587",1,0.182013201320132,5,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,Inf
"37777",1,0.196699669966997,5,0,0,0,0,0,0,0,5,1,0,0,0,0,0.8,0,0,0,0.8,Inf
"3779",1,0.220682068206821,4,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,Inf
"379",1,0.27029702970297,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,Inf
"379,500",1,0.324356435643564,7,0,0,0,0,0,1,0.142857142857143,6,0.857142857142857,0,0,0,0,0,0,0,0,0,Inf
"37954",1,0.152310231023102,5,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,Inf
"39",1,0.0363036303630363,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,Inf
"39,200",1,0.267656765676568,6,0,0,0,0,0,1,0.166666666666667,5,0.833333333333333,0,0,0,0,0,0,0,0,0,Inf
"39,500",1,0.279372937293729,6,0,0,0,0,0,1,0.166666666666667,5,0.833333333333333,0,0,0,0,0,0,0,0,0,Inf
"39.5",1,0.0422442244224422,4,0,0,0,0,0,1,0.25,3,0.75,0,0,0,0,0,0,0,0,0,Inf
"3901",1,0.0928492849284929,4,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,Inf
"3905",1,0.0554455445544554,4,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,Inf
"391",1,0.0561056105610561,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,Inf
"391,013",1,0.13953795379538,7,0,0,0,0,0,1,0.142857142857143,6,0.857142857142857,0,0,0,0,0,0,0,0,0,Inf
"391097391091",1,0.129072907290729,12,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0.333333333333333,Inf
"391733",1,0.0719471947194719,6,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0.5,Inf
"39211",1,0.133333333333333,5,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,Inf
"39353",1,0.0458745874587459,5,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0.6,Inf
"3939",1,0.0380638063806381,4,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,Inf
"394",1,0.0419141914191419,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,Inf
"395",1,0.0422442244224422,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,Inf
"3CHEMICAL",1,7.13638613861386,9,3,5,0.333333333333333,0.555555555555556,0.6,0,0,1,0.111111111111111,8,0,0.888888888888889,0,0,0,0,0,0,0.125
"3D",1,0.00792079207920792,2,0,1,0,0.5,0,0,0,1,0.5,1,0,0.5,0,0,0,0,0,0,1
"3Desp1te",1,5.41433286185761,8,2,4,0.25,0.5,0.5,0,0,2,0.25,1,5,0.125,0.625,0,0,0,0,0,0.333333333333333
"3Dis",1,4.53047304730473,4,1,2,0.25,0.5,0.5,0,0,1,0.25,1,2,0.25,0.5,0,0,0,0,0,0.333333333333333
"3Meet1ng",1,3.97208863743517,8,2,4,0.25,0.5,0.5,0,0,2,0.25,1,5,0.125,0.625,0,0,0,0,0,0.333333333333333
"3Members",1,5.51636020744932,8,2,5,0.25,0.625,0.4,0,0,1,0.125,1,6,0.125,0.75,0,0,0,0,0,0.142857142857143
"3an",1,7.61782178217822,3,1,1,0.333333333333333,0.333333333333333,1,0,0,1,0.333333333333333,0,2,0,0.666666666666667,0,0,0,0,0,0.5
"3ch",1,2.44620462046205,3,0,2,0,0.666666666666667,0,0,0,1,0.333333333333333,0,2,0,0.666666666666667,0,0,0,0,0,0.5
"3d",1,0.00792079207920792,2,0,1,0,0.5,0,0,0,1,0.5,0,1,0,0.5,0,0,0,0,0,1
"3m",1,0.0171617161716172,2,0,1,0,0.5,0,0,0,1,0.5,0,1,0,0.5,0,0,0,0,0,1
"3mm",1,1.3976897689769,3,0,2,0,0.666666666666667,0,0,0,1,0.333333333333333,0,2,0,0.666666666666667,0,0,0,0,0,0.5
"3n",1,0.00792079207920792,2,0,1,0,0.5,0,0,0,1,0.5,0,1,0,0.5,0,0,0,0,0,1
"3p",1,0.0264026402640264,2,0,1,0,0.5,0,0,0,1,0.5,0,1,0,0.5,0,0,0,0,0,1
"3r",1,0.0118811881188119,2,0,1,0,0.5,0,0,0,1,0.5,0,1,0,0.5,0,0,0,0,0,1
"3ur",1,1.82442244224422,3,1,1,0.333333333333333,0.333333333333333,1,0,0,1,0.333333333333333,0,2,0,0.666666666666667,0,0,0,0,0,0.5
"4,000",1,0.573817381738174,5,0,0,0,0,0,1,0.2,4,0.8,0,0,0,0,0.6,0,0,0,0.6,Inf
"4,200",1,0.343894389438944,5,0,0,0,0,0,1,0.2,4,0.8,0,0,0,0,0,0,0,0,0,Inf
"4,300",1,0.345214521452145,5,0,0,0,0,0,1,0.2,4,0.8,0,0,0,0,0,0,0,0,0,Inf
"4,4",1,0.0627062706270627,3,0,0,0,0,0,1,0.333333333333333,2,0.666666666666667,0,0,0,0,0,0,0,0,0,Inf
"4,4'7Methylene",1,5.64302430243024,14,3,6,0.214285714285714,0.428571428571429,0.5,2,0.142857142857143,3,0.214285714285714,1,8,0.0714285714285714,0.571428571428571,0,0,0,1,0.214285714285714,0.555555555555556
"4,4unethylenedlamlme",1,5.02849284928493,20,6,11,0.3,0.55,0.545454545454545,1,0.05,2,0.1,0,17,0,0.85,0,0,0,0,0.2,0.176470588235294
"4,500",1,0.358855885588559,5,0,0,0,0,0,1,0.2,4,0.8,0,0,0,0,0,0,0,0,0,Inf
"4,599",1,0.0446644664466447,5,0,0,0,0,0,1,0.2,4,0.8,0,0,0,0,0,0,0,0,0,Inf
"4.0",1,0.113531353135314,3,0,0,0,0,0,1,0.333333333333333,2,0.666666666666667,0,0,0,0,0,0,0,0,0,Inf
"4.100",1,0.394279427942794,5,0,0,0,0,0,1,0.2,4,0.8,0,0,0,0,0,0,0,0,0,Inf
"4.111937095737454",1,0.224070407040704,17,0,0,0,0,0,1,0.0588235294117647,16,0.941176470588235,0,0,0,0,0.176470588235294,0,0,0,0.176470588235294,Inf
"4.5",1,0.0435643564356436,3,0,0,0,0,0,1,0.333333333333333,2,0.666666666666667,0,0,0,0,0,0,0,0,0,Inf
"4.9",1,0.0237623762376238,3,0,0,0,0,0,1,0.333333333333333,2,0.666666666666667,0,0,0,0,0,0,0,0,0,Inf
"40",1,0.113531353135314,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,Inf
"40,000",1,0.631353135313531,6,0,0,0,0,0,1,0.166666666666667,5,0.833333333333333,0,0,0,0,0.5,0,0,0,0.666666666666667,Inf
"40,100",1,0.347689768976898,6,0,0,0,0,0,1,0.166666666666667,5,0.833333333333333,0,0,0,0,0,0,0,0,0.5,Inf
"40.0",1,0.458745874587459,4,0,0,0,0,0,1,0.25,3,0.75,0,0,0,0,0,0,0,0,0,Inf
"40.000",1,0.631353135313531,6,0,0,0,0,0,1,0.166666666666667,5,0.833333333333333,0,0,0,0,0.5,0,0,0,0.666666666666667,Inf
"400",1,0.458745874587459,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,Inf
"400,000",1,0.665874587458746,7,0,0,0,0,0,1,0.142857142857143,6,0.857142857142857,0,0,0,0,0.428571428571429,0,0,0,0.714285714285714,Inf
"400,000,000",1,0.717656765676568,11,0,0,0,0,0,2,0.181818181818182,9,0.818181818181818,0,0,0,0,0.272727272727273,0,0,1,0.727272727272727,Inf
"400.000",1,0.665874587458746,7,0,0,0,0,0,1,0.142857142857143,6,0.857142857142857,0,0,0,0,0.428571428571429,0,0,0,0.714285714285714,Inf
"401",1,0.141584158415842,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,Inf
"401157",1,0.154983498349835,6,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,Inf
"401m",1,0.109350935093509,4,0,1,0,0.25,0,0,0,3,0.75,0,1,0,0.25,0,0,0,0,0,3
"402",1,0.0996699669966997,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,Inf
"40232",1,0.0876237623762376,5,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,Inf
"403,400",1,0.336237623762376,7,0,0,0,0,0,1,0.142857142857143,6,0.857142857142857,0,0,0,0,0,0,0,0,0.428571428571429,Inf
"403,574",1,0.18957095709571,7,0,0,0,0,0,1,0.142857142857143,6,0.857142857142857,0,0,0,0,0,0,0,0,0,Inf
"4071055",1,0.121342134213421,7,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,Inf
"4071190",1,0.322222222222222,7,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,Inf
"407mm",1,0.743564356435644,5,0,2,0,0.4,0,0,0,3,0.6,0,2,0,0.4,0,0,0,0,0,1.5
"40a",1,0.0973597359735974,3,1,0,0.333333333333333,0,0,0,0,2,0.666666666666667,0,1,0,0.333333333333333,0,0,0,0,0,2
"41",1,0.0752475247524752,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,Inf
"41,000",1,0.496699669966997,6,0,0,0,0,0,1,0.166666666666667,5,0.833333333333333,0,0,0,0,0.5,0,0,0,0.5,Inf
"41.5",1,0.10990099009901,4,0,0,0,0,0,1,0.25,3,0.75,0,0,0,0,0,0,0,0,0,Inf
"4111",1,0.236743674367437,4,0,0,0,0,0,0,0,4,1,0,0,0,0,0.75,0,0,0,0.75,Inf
"412,100",1,0.30996699669967,7,0,0,0,0,0,1,0.142857142857143,6,0.857142857142857,0,0,0,0,0,0,0,0,0,Inf
"4127",1,0.126072607260726,4,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,Inf
"4137",1,0.203300330033003,4,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,Inf
"4145",1,0.0741474147414741,4,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,Inf
"415,700",1,0.235115511551155,7,0,0,0,0,0,1,0.142857142857143,6,0.857142857142857,0,0,0,0,0,0,0,0,0,Inf
"4157",1,0.0831683168316832,4,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,Inf
"4167",1,0.0728272827282728,4,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,Inf
"417.500",1,0.25953795379538,7,0,0,0,0,0,1,0.142857142857143,6,0.857142857142857,0,0,0,0,0,0,0,0,0,Inf
"42",1,0.0455445544554455,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,Inf
"42,000",1,0.458910891089109,6,0,0,0,0,0,1,0.166666666666667,5,0.833333333333333,0,0,0,0,0.5,0,0,0,0.5,Inf
"42.0",1,0.113861386138614,4,0,0,0,0,0,1,0.25,3,0.75,0,0,0,0,0,0,0,0,0,Inf
"420,000",1,0.527920792079208,7,0,0,0,0,0,1,0.142857142857143,6,0.857142857142857,0,0,0,0,0.428571428571429,0,0,0,0.571428571428571,Inf
"421",1,0.0884488448844885,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,Inf
"4217",1,0.0939493949394939,4,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,Inf
"423",1,0.0702970297029703,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,Inf
"4277",1,0.0781078107810781,4,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,Inf
"427d",1,0.0404840484048405,4,0,1,0,0.25,0,0,0,3,0.75,0,1,0,0.25,0,0,0,0,0,3
"429,375",1,0.133333333333333,7,0,0,0,0,0,1,0.142857142857143,6,0.857142857142857,0,0,0,0,0,0,0,0,0,Inf
"429741",1,0.118811881188119,6,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,Inf
"43",1,0.0455445544554455,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,Inf
"43,000",1,0.45990099009901,6,0,0,0,0,0,1,0.166666666666667,5,0.833333333333333,0,0,0,0,0.5,0,0,0,0.5,Inf
"43,314",1,0.0856435643564356,6,0,0,0,0,0,1,0.166666666666667,5,0.833333333333333,0,0,0,0,0,0,0,0,0,Inf
"430",1,0.115841584158416,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,Inf
"4300",1,0.345214521452145,4,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,Inf
"43017",1,0.126567656765677,5,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,Inf
"43047",1,0.087953795379538,5,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,Inf
"431",1,0.099009900990099,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,Inf
"435",1,0.063036303630363,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,Inf
"435,100",1,0.269174917491749,7,0,0,0,0,0,1,0.142857142857143,6,0.857142857142857,0,0,0,0,0,0,0,0,0,Inf
"4350",1,0.118371837183718,4,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,Inf
"4353",1,0.0503850385038504,4,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,Inf
"4357",1,0.0519251925192519,4,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,Inf
"435m",1,0.053025302530253,4,0,1,0,0.25,0,0,0,3,0.75,0,1,0,0.25,0,0,0,0,0,3
"4374",1,0.194499449944994,4,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,Inf
"44",1,0.0627062706270627,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,Inf
"44,300",1,0.274587458745875,6,0,0,0,0,0,1,0.166666666666667,5,0.833333333333333,0,0,0,0,0,0,0,0,0,Inf
"44105",1,0.124752475247525,5,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,Inf
"44131",1,0.100660066006601,5,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,Inf
"442,100",1,0.269438943894389,7,0,0,0,0,0,1,0.142857142857143,6,0.857142857142857,0,0,0,0,0,0,0,0,0,Inf
"4432",1,0.0547854785478548,4,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,Inf
"445",1,0.0531353135313531,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,Inf
"44m",1,0.0462046204620462,3,0,1,0,0.333333333333333,0,0,0,2,0.666666666666667,0,1,0,0.333333333333333,0,0,0,0,0,2
"45",1,0.0435643564356436,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,Inf
"450",1,0.136303630363036,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,Inf
"450,000",1,0.536897689768977,7,0,0,0,0,0,1,0.142857142857143,6,0.857142857142857,0,0,0,0,0.428571428571429,0,0,0,0.571428571428571,Inf
"450,100",1,0.30996699669967,7,0,0,0,0,0,1,0.142857142857143,6,0.857142857142857,0,0,0,0,0,0,0,0,0.428571428571429,Inf
"450.100",1,0.30996699669967,7,0,0,0,0,0,1,0.142857142857143,6,0.857142857142857,0,0,0,0,0,0,0,0,0.428571428571429,Inf
"4503",1,0.293729372937294,4,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,Inf
"451",1,0.0778877887788779,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,Inf
"452,200",1,0.235511551155116,7,0,0,0,0,0,1,0.142857142857143,6,0.857142857142857,0,0,0,0,0,0,0,0,0,Inf
"45217",1,0.0805280528052805,5,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,Inf
"45247",1,0.0491749174917492,5,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,Inf
"4559",1,0.0407040704070407,4,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,Inf
"4571150",1,0.151375137513751,7,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,Inf
"4571190",1,0.304620462046205,7,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,Inf
"459,200",1,0.222442244224422,7,0,0,0,0,0,1,0.142857142857143,6,0.857142857142857,0,0,0,0,0,0,0,0,0,Inf
"46",1,0.0653465346534653,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,Inf
"47",1,0.0336633663366337,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,Inf
"4715",1,0.107370737073707,4,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,Inf
"4723",1,0.0761276127612761,4,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,Inf
"473",1,0.0676567656765677,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,Inf
"475",1,0.0590759075907591,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,Inf
"4751",1,0.0767876787678768,4,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,Inf
"47mm",1,0.943014301430143,4,0,2,0,0.5,0,0,0,2,0.5,0,2,0,0.5,0,0,0,0,0,1
"47th",1,7.24840484048405,4,0,2,0,0.5,0,0,0,2,0.5,0,2,0,0.5,0,0,0,0,0,1
"49",1,0.0237623762376238,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,Inf
"49,000",1,0.426072607260726,6,0,0,0,0,0,1,0.166666666666667,5,0.833333333333333,0,0,0,0,0.5,0,0,0,0.5,Inf
"49,100",1,0.301815181518152,6,0,0,0,0,0,1,0.166666666666667,5,0.833333333333333,0,0,0,0,0,0,0,0,0,Inf
"49,455",1,0.0397689768976898,6,0,0,0,0,0,1,0.166666666666667,5,0.833333333333333,0,0,0,0,0,0,0,0,0,Inf
"49,700",1,0.308745874587459,6,0,0,0,0,0,1,0.166666666666667,5,0.833333333333333,0,0,0,0,0,0,0,0,0,Inf
"49.100",1,0.301815181518152,6,0,0,0,0,0,1,0.166666666666667,5,0.833333333333333,0,0,0,0,0,0,0,0,0,Inf
"490,505",1,0.0880528052805281,7,0,0,0,0,0,1,0.142857142857143,6,0.857142857142857,0,0,0,0,0,0,0,0,0,Inf
"4900",1,0.3001100110011,4,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,Inf
"490m",1,0.0585258525852585,4,0,1,0,0.25,0,0,0,3,0.75,0,1,0,0.25,0,0,0,0,0,3
"49137",1,0.158580858085809,5,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,Inf
"492,200",1,0.232739273927393,7,0,0,0,0,0,1,0.142857142857143,6,0.857142857142857,0,0,0,0,0,0,0,0,0,Inf
"492.200",1,0.232739273927393,7,0,0,0,0,0,1,0.142857142857143,6,0.857142857142857,0,0,0,0,0,0,0,0,0,Inf
"493,935",1,0.0447524752475248,7,0,0,0,0,0,1,0.142857142857143,6,0.857142857142857,0,0,0,0,0,0,0,0,0,Inf
"49375125",1,0.15040075436115,8,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,Inf
"4979",1,0.142354235423542,4,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,Inf
"499",1,0.0399339933993399,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,Inf
"4D",1,0.0112211221122112,2,0,1,0,0.5,0,0,0,1,0.5,1,0,0.5,0,0,0,0,0,0,1
"4Gentlemen",1,7.15518885221855,10,3,6,0.3,0.6,0.5,0,0,1,0.1,1,8,0.1,0.8,0,0,0,0,0.3,0.111111111111111
"4a",1,0.0600660066006601,2,1,0,0.5,0,0,0,0,1,0.5,0,1,0,0.5,0,0,0,0,0,1
"4am",1,1.34224422442244,3,1,1,0.333333333333333,0.333333333333333,1,0,0,1,0.333333333333333,0,2,0,0.666666666666667,0,0,0,0,0,0.5
"4cm",1,1.12805280528053,3,0,2,0,0.666666666666667,0,0,0,1,0.333333333333333,0,2,0,0.666666666666667,0,0,0,0,0,0.5
"4m",1,0.0297029702970297,2,0,1,0,0.5,0,0,0,1,0.5,0,1,0,0.5,0,0,0,0,0,1
"4mm",1,1.4039603960396,3,0,2,0,0.666666666666667,0,0,0,1,0.333333333333333,0,2,0,0.666666666666667,0,0,0,0,0,0.5
"4n",1,0.00858085808580858,2,0,1,0,0.5,0,0,0,1,0.5,0,1,0,0.5,0,0,0,0,0,1
"4niln:sn",1,2.597799779978,8,1,5,0.125,0.625,0.2,0,0,1,0.125,0,6,0,0.75,0,0,0,0,0.375,0.333333333333333
"4reached",1,9.06251768033946,8,3,4,0.375,0.5,0.75,0,0,1,0.125,0,7,0,0.875,0,0,0,0,0,0.142857142857143
"4th",1,10.870297029703,3,0,2,0,0.666666666666667,0,0,0,1,0.333333333333333,0,2,0,0.666666666666667,0,0,0,0,0,0.5
"5,000",1,0.612321232123212,5,0,0,0,0,0,1,0.2,4,0.8,0,0,0,0,0.6,0,0,0,0.6,Inf
"5,000,000",1,0.708140814081408,9,0,0,0,0,0,2,0.222222222222222,7,0.777777777777778,0,0,0,0,0.333333333333333,0,0,1,0.666666666666667,Inf
"5,091,400",1,0.231463146314631,9,0,0,0,0,0,2,0.222222222222222,7,0.777777777777778,0,0,0,0,0,0,0,1,0.333333333333333,Inf
"5,500",1,0.359075907590759,5,0,0,0,0,0,1,0.2,4,0.8,0,0,0,0,0,0,0,0,0,Inf
"5,551",1,0.0668866886688669,5,0,0,0,0,0,1,0.2,4,0.8,0,0,0,0,0,0,0,0,0.6,Inf
"5,942,500",1,0.215511551155116,9,0,0,0,0,0,2,0.222222222222222,7,0.777777777777778,0,0,0,0,0,0,0,1,0,Inf
"5.0.000",1,0.66023102310231,7,0,0,0,0,0,2,0.285714285714286,5,0.714285714285714,0,0,0,0,0.428571428571429,0,0,1,0.571428571428571,Inf
"5.00",1,0.516501650165016,4,0,0,0,0,0,1,0.25,3,0.75,0,0,0,0,0,0,0,0,0,Inf
"5.0m",1,0.154125412541254,4,0,1,0,0.25,0,1,0.25,2,0.5,0,1,0,0.25,0,0,0,0,0,3
"5.1",1,0.112211221122112,3,0,0,0,0,0,1,0.333333333333333,2,0.666666666666667,0,0,0,0,0,0,0,0,0,Inf
"5.1503",1,0.273597359735974,6,0,0,0,0,0,1,0.166666666666667,5,0.833333333333333,0,0,0,0,0,0,0,0,0,Inf
"5.1543",1,0.0806930693069307,6,0,0,0,0,0,1,0.166666666666667,5,0.833333333333333,0,0,0,0,0,0,0,0,0,Inf
"5.1557",1,0.0826732673267327,6,0,0,0,0,0,1,0.166666666666667,5,0.833333333333333,0,0,0,0,0,0,0,0,0.5,Inf
