"token","class"
"alaska",0
"police",0
"predominate",0
"carriers",0
"hopefully",0
"dispose",0
"operating",0
"confirms",0
"validity",0
"immediate",0
"file",0
"utilizing",0
"shippers",0
"reaction",0
"alike",0
"achievement",0
"lent",0
"workshops",0
"san",0
"francisco",0
"target",0
"southern",0
"northern",0
"northwest",0
"mainly",0
"calling",0
"ecological",0
"consequences",0
"widespread",0
"allegations",0
"harm",0
"human",0
"finding",0
"heart",0
"muscle",0
"observed",0
"collective",0
"bureau",0
"index",0
"effect",0
"catalogue",0
"ordered",0
"superintendent",0
"federation",0
"clubs",0
"colorado",0
"includes",0
"virginia",0
"assistant",0
"richard",0
"kenyon",0
"carl",0
"dow",0
"peggy",0
"walton",0
"moderate",0
"donald",0
"recognized",0
"valid",0
"exception",0
"provision",0
"leading",0
"equally",0
"approve",0
"continuation",0
"aluminum",0
"america",0
"charter",0
"roster",0
"contributor",0
"own",0
"inquired",0
"employee",0
"affect",0
"hull",0
"pre",0
"nominated",0
"firm",0
"successor",0
"irregularity",0
"brought",0
"eager",0
"comparatively",0
"rare",0
"juncture",0
"valuable",0
"personally",0
"grandfather",0
"otherwise",0
"setting",0
"precedent",0
"render",0
"regularize",0
"qualification",0
"bailey",0
"barton",0
"today",0
"presentation",0
"remiss",0
"characterized",0
"amending",0
"true",0
"restrain",0
"fervor",0
"enforcing",0
"deadlines",0
"alp",0
"actually",0
"offers",0
"precious",0
"environmentalist",0
"friends",0
"saw",0
"seized",0
"existed",0
"petition",0
"rigid",0
"criteria",0
"waive",0
"rights",0
"bonds",0
"penalties",0
"defining",0
"oration",0
"arbitrary",0
"numerical",0
"coupled",0
"cannot",0
"inevitable",0
"confrontation",0
"aware",0
"won't",0
"belabor",0
"commentaries",0
"papers",0
"concessions",0
"pledge",0
"diligence",0
"ag",0
"proceedings",0
"cited",0
"ones",0
"notable",0
"employ",0
"regulate",0
"constitute",0
"limitations",0
"found",0
"mist",0
"requires",0
"leas",0
"substantiation",0
"ambient",0
"standard",0
"prefers",0
"efficiency",0
"treatment",0
"scrutiny",0
"propensity",0
"litigate",0
"reduce",0
"expect",0
"promulgation",0
"multitude",0
"waiting",0
"profit",0
"input",0
"mentioned",0
"significance",0
"hydrocarbon",0
"oxidant",0
"embryonic",0
"flower",0
"concluded",0
"smog",0
"forming",0
"controlled",0
"pressuring",0
"tighten",0
"hypothetical",0
"manifest",0
"storage",0
"revision",0
"former",0
"rule",0
"reactive",0
"compound",0
"limits",0
"reflect",0
"broader",0
"volatile",0
"organic",0
"shift",0
"thrust",0
"infamous",0
"region",0
"head",0
"potentially",0
"expenditures",0
"locally",0
"chamber",0
"possess",0
"pursuing",0
"parallel",0
"hypothesis",0
"top",0
"officers",0
"outlines",0
"shifted",0
"sought",0
"preparing",0
"endeavors",0
"definitive",0
"relationships",0
"cities",0
"authorization",0
"shortly",0
"negotiating",0
"veritable",0
"maze",0
"alternative",0
"complex",0
"uncertainties",0
"near",0
"told",0
"reasonable",0
"sum",0
"grateful",0
"chose",0
"half",0
"recommendation",0
"expenditure",0
"contentions",0
"explore",0
"numerous",0
"avenues",0
"productive",0
"money",0
"spent",0
"appreciate",0
"patience",0
"deliberations",0
"reward",0
"underway",0
"occupied",0
"turning",0
"responded",0
"resolving",0
"clair",0
"sensitive",0
"arose",0
"initiation",0
"down",0
"road",0
"enlightenment",0
"serves",0
"additionally",0
"insure",0
"expeditious",0
"conflicts",0
"mention",0
"remaining",0
"chronic",0
"delicate",0
"statutory",0
"unique",0
"partnership",0
"maximize",0
"look",0
"subtleties",0
"calculating",0
"rehearse",0
"thoughts",0
"concert",0
"detail",0
"minded",0
"lawyers",0
"addressed",0
"abstract",0
"consummate",0
"attorney",0
"unresolved",0
"resolved",0
"strength",0
"sapping",0
"enigma",0
"nominees",0
"laws",0
"rotate",0
"exists",0
"every",0
"plan",0
"rejected",0
"indignation",0
"rebuke",0
"threatened",0
"lawsuit",0
"lax",0
"attendees",0
"seat",0
"lost",0
"solution",0
"nominee",0
"along",0
"close",0
"moments",0
"phasing",0
"nuts",0
"bolts",0
"aspect",0
"exotic",0
"arena",0
"envision",0
"necessity",0
"building",0
"repairing",0
"counter",0
"cancer",0
"psychology",0
"somehow",0
"convince",0
"importantly",0
"fundamental",0
"struggle",0
"keep",0
"viable",0
"hostile",0
"gentlemen",0
"mentors",0
"sage",0
"visors",0
"hold",0
"reins",0
"relegated",0
"civil",0
"servants",0
"bureaucracy",0
"formerly",0
"dennis",0
"bridge",0
"waste",0
"expectation",0
"pleased",0
"forebodings",0
"quickly",0
"note",0
"followed",0
"gestation",0
"actual",0
"drafts",0
"jennings",0
"randolph",0
"congressman",0
"respective",0
"undesirable",0
"certainly",0
"acceptable",0
"contain",0
"complicated",0
"transport",0
"concentrates",0
"addresses",0
"included",0
"container",0
"reduction",0
"recycling",0
"resemble",0
"whatever",0
"strongly",0
"espouse",0
"specification",0
"fostered",0
"toxicity",0
"quantity",0
"site",0
"investigating",0
"parameters",0
"restricts",0
"precludes",0
"alternatives",0
"geographical",0
"contend",0
"vested",0
"unavoidable",0
"advocate",0
"generator",0
"preferred",0
"intervention",0
"viewpoint",0
"strive",0
"constraints",0
"flexibility",0
"accommodate",0
"dearth",0
"notably",0
"preceded",0
"concepts",0
"proven",0
"workable",0
"monitors",0
"bellwether",0
"incorporated",0
"maintained",0
"monitor",0
"guide",0
"ai",0
"raised",0
"occur",0
"ask",0
"vital",0
"mental",0
"relatively",0
"lead",0
"perform",0
"gather",0
"complying",0
"frame",0
"enabling",0
"salient",0
"examples",0
"landfill",0
"minnesota",0
"determine",0
"modern",0
"fill",0
"operational",0
"techniques",0
"closely",0
"comprehensive",0
"developing",0
"synopses",0
"subsequent",0
"ohio",0
"repeatedly",0
"investigate",0
"possibilities",0
"contracting",0
"gaps",0
"duplication",0
"ascertain",0
"beneficial",0
"guiding",0
"compendium",0
"histories",0
"residua",0
"respect",0
"amount",0
"deep",0
"just",0
"land",0
"disturb",0
"insidious",0
"tool",0
"coastal",0
"zone",0
"consisting",0
"definite",0
"formally",0
"july",0
"reportedly",0
"intact",0
"manner",0
"address",0
"imperative",0
"readily",0
"indication",0
"combat",0
"unacceptable",0
"progress",0
"improving",0
"difficulties",0
"highlighted",0
"methods",0
"unified",0
"timely",0
"fashion",0
"foster",0
"consistent",0
"facets",0
"coordination",0
"reflects",0
"successes",0
"abatement",0
"really",0
"accomplished",0
"negated",0
"unable",0
"residues",0
"feasible",0
"auspices",0
"weak",0
"link",0
"stover",0
"finance",0
"markup",0
"clear",0
"entirely",0
"visions",0
"expire",0
"delaying",0
"distinct",0
"shelters",0
"decisions",0
"restrictions",0
"observers",0
"concluding",0
"takes",0
"formation",0
"favorable",0
"chat",0
"whenever",0
"expiring",0
"kennedy",0
"repeal",0
"taxation",0
"subsidiaries",0
"restrict",0
"eliminate",0
"depletion",0
"hard",0
"minerals",0
"fate",0
"extreme",0
"community",0
"damaging",0
"economy",0
"yesterday",0
"georgia",0
"ranking",0
"democrat",0
"addressing",0
"communicate",0
"stimulate",0
"savings",0
"favored",0
"corporate",0
"double",0
"profits",0
"taxing",0
"retention",0
"firmly",0
"opposes",0
"materially",0
"alter",0
"abroad",0
"shared",0
"urging",0
"spokesmen",0
"whom",0
"constituent",0
"line",0
"hit",0
"snag",0
"vision",0
"emotional",0
"protect",0
"class",0
"amounts",0
"allowed",0
"thinly",0
"disguised",0
"signs",0
"moss",0
"utah",0
"postponed",0
"bate",0
"defer",0
"impacts",0
"considers",0
"enough",0
"gathered",0
"sponsors",0
"republicans",0
"hasty",0
"postpone",0
"interpreted",0
"backing",0
"opponents",0
"solidify",0
"build",0
"await",0
"outcome",0
"proceeding",0
"utilization",0
"resulting",0
"monday",0
"reactions",0
"emerge",0
"wide",0
"expects",0
"issuance",0
"summer",0
"marked",0
"resource",0
"recovery",0
"incorporation",0
"writing",0
"judging",0
"events",0
"discussed",0
"capitol",0
"hill",0
"worker",0
"exposure",0
"tuesday",0
"wednesday",0
"procurement",0
"screening",0
"workplace",0
"witnesses",0
"atomic",0
"morton",0
"corn",0
"appearing",0
"spokesman",0
"emil",0
"hygienist",0
"hercules",0
"gary",0
"sunshine",0
"drug",0
"cosmetic",0
"grown",0
"advise",0
"foods",0
"drugs",0
"cosmetics",0
"policies",0
"considering",0
"responsibilities",0
"consolidating",0
"implementing",0
"preceding",0
"consists",0
"steering",0
"referring",0
"structural",0
"advantage",0
"repetitious",0
"concentrating",0
"units",0
"practices",0
"representation",0
"shall",0
"except",0
"submission",0
"obstacles",0
"equitable",0
"justice",0
"evoked",0
"features",0
"limitation",0
"examine",0
"establishment",0
"asserted",0
"constituted",0
"proper",0
"deny",0
"right",0
"hearing",0
"merely",0
"codification",0
"respects",0
"surveillance",0
"originally",0
"heralded",0
"applying",0
"processing",0
"extending",0
"assurance",0
"coding",0
"inspections",0
"contains",0
"establishments",0
"obligations",0
"processors",0
"notify",0
"institution",0
"adulterated",0
"citizens",0
"pertaining",0
"label",0
"identification",0
"ingredients",0
"monitored",0
"bioassay",0
"monographs",0
"carried",0
"bulk",0
"considerations",0
"believed",0
"controversies",0
"confront",0
"describe",0
"ties",0
"forward",0
"relates",0
"understood",0
"light",0
"keen",0
"sense",0
"inadequacy",0
"constantly",0
"striving",0
"barely",0
"frustration",0
"superficially",0
"react",0
"arise",0
"despite",0
"diligent",0
"restructuring",0
"reevaluation",0
"undertaken",0
"arrived",0
"prided",0
"ship",0
"proliferating",0
"targeted",0
"frequently",0
"appoint",0
"nevertheless",0
"think",0
"fresh",0
"ray",0
"topics",0
"refer",0
"owns",0
"operates",0
"approximately",0
"compensated",0
"loaded",0
"mile",0
"depending",0
"roads",0
"suppliers",0
"rail",0
"supplying",0
"owner",0
"tor",0
"paid",0
"irrespective",0
"newer",0
"higher",0
"valued",0
"compensation",0
"difference",0
"disagreement",0
"contested",0
"adjudicated",0
"frozen",0
"docket",0
"ted",0
"litigants",0
"refiners",0
"edible",0
"oils",0
"leasing",0
"allied",0
"accomplishes",0
"thirty",0
"sin",0
"adjusted",0
"adjudication",0
"adjust",0
"ocher",0
"again",0
"quarter",0
"fleet",0
"valuations",0
"enter",0
"fair",0
"race",0
"whereas",0
"formula",0
"places",0
"reassigned",0
"owners",0
"operators",0
"equalization",0
"whereby",0
"excess",0
"empty",0
"miles",0
"commencing",0
"determining",0
"canceling",0
"prescribing",0
"tunnel",0
"che",0
"prescribed",0
"length",0
"covering",0
"spills",0
"polluting",0
"advised",0
"inter",0
"relief",0
"punitive",0
"amend",0
"totally",0
"vast",0
"testified",0
"caveats",0
"meaning",0
"carry",0
"dubious",0
"mony",0
"desired",0
"revisions",0
"compassed",0
"handling",0
"mark",0
"penalty",0
"unfortunate",0
"twist",0
"placate",0
"vessel",0
"shore",0
"facility",0
"tier",0
"spill",0
"willful",0
"negligence",0
"misconduct",0
"familiar",0
"christmas",0
"tree",0
"companion",0
"fort",0
"original",0
"fallback",0
"entirety",0
"receive",0
"publicity",0
"proportion",0
"dot",0
"testifying",0
"billion",0
"tons",0
"shipped",0
"shipments",0
"tendered",0
"daily",0
"accidents",0
"raises",0
"cries",0
"integrating",0
"vehicle",0
"placards",0
"shipping",0
"quick",0
"responses",0
"evaluate",0
"respondents",0
"adequately",0
"meets",0
"integrates",0
"domestically",0
"candidate",0
"around",0
"standing",0
"highway",0
"comprised",0
"digit",0
"placard",0
"paper",0
"event",0
"hm",0
"simultaneously",0
"discontinuance",0
"inviting",0
"revised",0
"exemption",0
"grant",0
"exemptions",0
"obtaining",0
"modal",0
"created",0
"compliance",0
"dockets",0
"escalating",0
"charges",0
"switching",0
"appeared",0
"justification",0
"challenged",0
"et",0
"isolated",0
"withdrawn",0
"specifications",0
"pressure",0
"containing",0
"gases",0
"shoved",0
"rest",0
"prohibiting",0
"humping",0
"rolling",0
"es",0
"ruptured",0
"shipment",0
"extra",0
"withdrew",0
"mc",0
"sub",0
"investigation",0
"truck",0
"identify",0
"segregate",0
"accumulate",0
"cleaning",0
"cargo",0
"tanks",0
"accounting",0
"segregation",0
"reclassification",0
"poisons",0
"truckload",0
"regardless",0
"rating",0
"placed",0
"suspension",0
"dead",0
"offset",0
"truckers",0
"speed",0
"limit",0
"trucks",0
"gross",0
"pounds",0
"vehicles",0
"leave",0
"pick",0
"deliver",0
"weights",0
"routes",0
"carrier",0
"dialogues",0
"illinois",0
"seme",0
"seriously",0
"latest",0
"eliminates",0
"effluents",0
"disposition",0
"wisconsin",0
"madison",0
"priority",0
"discharged",0
"mia",0
"bearing",0
"composite",0
"eventually",0
"revitalization",0
"points",0
"common",0
"termed",0
"framers",0
"explanation",0
"fry",0
"handles",0
"portable",0
"barge",0
"accomplish",0
"aid",0
"respectively",0
"vice",0
"practice",0
"enjoy",0
"explosives",0
"voice",0
"trailer",0
"famous",0
"alumnus",0
"curtis",0
"steel",0
"applies",0
"devices",0
"valves",0
"carrying",0
"vented",0
"vent",0
"innovations",0
"thermal",0
"shielding",0
"bottom",0
"outlet",0
"insulated",0
"inspection",0
"domestic",0
"tabulated",0
"responding",0
"visual",0
"trip",0
"stage",0
"fleeting",0
"manned",0
"contributing",0
"finalized",0
"consolidation",0
"abeyance",0
"anticipation",0
"unloading",0
"hose",0
"actively",0
"revocation",0
"commodities",0
"tramp",0
"commodity",0
"analyses",0
"develops",0
"nears",0
"amid",0
"fever",0
"aim",0
"skeptical",0
"proving",0
"increasingly",0
"distracting",0
"congressmen",0
"gone",0
"home",0
"campaign",0
"attendance",0
"difficulty",0
"party",0
"uncertain",0
"distractions",0
"becomes",0
"unpredictable",0
"nonetheless",0
"speak",0
"objectionable",0
"die",0
"got",0
"ground",0
"prove",0
"controversial",0
"natural",0
"gas",0
"stalled",0
"alive",0
"trust",0
"move",0
"tough",0
"parliamentary",0
"maneuvering",0
"block",0
"investigative",0
"merger",0
"notification",0
"fit",0
"trigger",0
"mergers",0
"attorneys",0
"treble",0
"damages",0
"suits",0
"businesses",0
"nearing",0
"conferees",0
"contention",0
"wording",0
"wetlands",0
"dredge",0
"lakes",0
"streams",0
"grants",0
"sewage",0
"loan",0
"guarantees",0
"army",0
"corps",0
"pursuant",0
"ruling",0
"apply",0
"waters",0
"navigable",0
"compromise",0
"ducting",0
"depth",0
"preparations",0
"refers",0
"conservation",0
"versions",0
"circulated",0
"cleared",0
"unlikely",0
"encounter",0
"bet",0
"favorably",0
"inclined",0
"delegate",0
"discarded",0
"aimed",0
"scale",0
"sludge",0
"eleven",0
"outlook",0
"massive",0
"thousand",0
"pages",0
"text",0
"intensive",0
"extends",0
"somewhat",0
"recession",0
"cuts",0
"upper",0
"bracket",0
"taxpayers",0
"alters",0
"estate",0
"gift",0
"deductions",0
"homes",0
"vacation",0
"retirement",0
"regarded",0
"something",0
"victory",0
"refresh",0
"memory",0
"spring",0
"perry",0
"bi",0
"partisan",0
"coalition",0
"moderates",0
"led",0
"reformers",0
"add",0
"holding",0
"term",0
"benefits",0
"increment",0
"receipts",0
"taxable",0
"illegal",0
"payments",0
"deducted",0
"repatriated",0
"cooperating",0
"boycotts",0
"denied",0
"deferral",0
"portion",0
"boycott",0
"exclusion",0
"reduced",0
"remove",0
"preferring",0
"handle",0
"separately",0
"minute",0
"fletcher",0
"normal",0
"doldrums",0
"fitful",0
"sales",0
"retail",0
"chains",0
"evidenced",0
"encouraging",0
"real",0
"nagging",0
"housing",0
"plant",0
"inflationary",0
"passive",0
"projections",0
"slight",0
"increases",0
"installations",0
"jobs",0
"kind",0
"entitled",0
"failure",0
"dividend",0
"ratios",0
"compensate",0
"justify",0
"hang",0
"cloud",0
"buoyant",0
"hoped",0
"admitting",0
"boom",0
"sign",0
"voiced",0
"believers",0
"cycle",0
"join",0
"comfortable",0
"ambiguity",0
"price",0
"stability",0
"regards",0
"subpoena",0
"likelihood",0
"renewed",0
"imposition",0
"titled",0
"slightly",0
"splitting",0
"arithmetical",0
"seven",0
"conceded",0
"foreseeable",0
"monopolization",0
"sherman",0
"proof",0
"monopolize",0
"superior",0
"prima",0
"triple",0
"courts",0
"economics",0
"fashioning",0
"engaged",0
"professor",0
"turn",0
"arab",0
"inside",0
"vertical",0
"limiting",0
"refining",0
"horizontal",0
"divest",0
"coal",0
"uranium",0
"shale",0
"vote",0
"largest",0
"themselves",0
"vertically",0
"integrated",0
"holdings",0
"whole",0
"presidential",0
"carter",0
"inclines",0
"favor",0
"chartering",0
"offering",0
"ralph",0
"push",0
"advocacy",0
"favorite",0
"ford",0
"anywhere",0
"passer",0
"mooted",0
"elsewhere",0
"forums",0
"un",0
"rally",0
"monitoring",0
"thanks",0
"drive",0
"turned",0
"back",0
"dynamite",0
"packed",0
"payoffs",0
"sponsoring",0
"closure",0
"outlaw",0
"eighteen",0
"enterprises",0
"industrialized",0
"sets",0
"sound",0
"endorsed",0
"internationally",0
"owned",0
"investors",0
"accorded",0
"recognizes",0
"sanctity",0
"governments",0
"disputes",0
"enable",0
"posture",0
"progresses",0
"wider",0
"ronald",0
"onward",0
"legally",0
"contractors",0
"supervising",0
"ongoing",0
"twice",0
"yearly",0
"showed",0
"calendar",0
"unit",0
"compared",0
"riding",0
"modesty",0
"pared",0
"taking",0
"fertilizer",0
"pharmaceutical",0
"individually",0
"contacted",0
"agencies",0
"consensus",0
"signed",0
"cope",0
"focuses",0
"consuming",0
"sic",0
"codes",0
"officially",0
"surprisingly",0
"ranks",0
"replacing",0
"ours",0
"contracted",0
"accept",0
"initially",0
"getting",0
"contractor",0
"memorial",0
"undertook",0
"subcontractor",0
"worked",0
"aiding",0
"demanding",0
"methodology",0
"register",0
"testify",0
"neighborhood",0
"trillion",0
"whichever",0
"purchases",0
"cut",0
"exempted",0
"falling",0
"behind",0
"timetable",0
"remains",0
"encouragement",0
"subsidy",0
"exempting",0
"insist",0
"plenary",0
"fuel",0
"conversion",0
"mon",0
"questionnaires",0
"persuasively",0
"relayed",0
"genuine",0
"realized",0
"modifying",0
"unreasonable",0
"quests",0
"obtrusive",0
"installation",0
"questionnaire",0
"fruitful",0
"functioning",0
"welcomed",0
"furthermore",0
"ass",0
"external",0
"advice",0
"appendix",0
"update",0
"sharply",0
"grow",0
"mm",0
"crude",0
"slowing",0
"decline",0
"imports",0
"north",0
"slope",0
"reverse",0
"completion",0
"welding",0
"outer",0
"continental",0
"shelf",0
"lease",0
"leases",0
"undecided",0
"pricing",0
"mechanism",0
"rollback",0
"residual",0
"distillates",0
"naphthas",0
"pea",0
"maintenance",0
"inventories",0
"automobiles",0
"targets",0
"equivalent",0
"barrels",0
"average",0
"cubic",0
"feet",0
"reversal",0
"cations",0
"litigation",0
"escalated",0
"starting",0
"freeze",0
"western",0
"lifted",0
"doubling",0
"optimistic",0
"sierra",0
"club",0
"suit",0
"settled",0
"veto",0
"lands",0
"interior",0
"surface",0
"mine",0
"reclamation",0
"strip",0
"mining",0
"vetoed",0
"electric",0
"utilities",0
"electricity",0
"grew",0
"leveled",0
"gain",0
"burning",0
"designated",0
"besides",0
"convert",0
"nuclear",0
"rulings",0
"license",0
"vermont",0
"yankee",0
"alternate",0
"feasibility",0
"poses",0
"ballot",0
"upheld",0
"debating",0
"tightening",0
"relaxation",0
"automotive",0
"extensions",0
"polluted",0
"erda",0
"technologies",0
"enhanced",0
"geothermal",0
"solar",0
"synthetic",0
"fuels",0
"prices",0
"steady",0
"forthcoming",0
"embargo",0
"dependence",0
"guaranteed",0
"indigenous",0
"stepped",0
"hydrogen",0
"fusion",0
"shut",0
"trademark",0
"field",0
"prospective",0
"warranted",0
"viewpoints",0
"predicted",0
"ill",0
"conceived",0
"piece",0
"maintains",0
"patents",0
"rep",0
"leader",0
"preserving",0
"geared",0
"happening",0
"basically",0
"flexible",0
"ownership",0
"exclusive",0
"partially",0
"licenses",0
"inventors",0
"countries",0
"mexico",0
"south",0
"play",0
"consulted",0
"negotiators",0
"paris",0
"trademarks",0
"taiwan",0
"commissioner",0
"minister",0
"him",0
"achieved",0
"moderated",0
"front",0
"radical",0
"ramifications",0
"heavily",0
"delegation",0
"swing",0
"feeling",0
"ex",0
"pendent",0
"ling",0
"unprecedented",0
"posed",0
"snell",0
"vestment",0
"guideline",0
"estimates",0
"contemplated",0
"realizing",0
"circumstances",0
"hourly",0
"yield",0
"benefit",0
"correlations",0
"crucial",0
"diminishing",0
"ness",0
"encoded",0
"retrieval",0
"sheets",0
"copied",0
"returned",0
"originator",0
"characteristics",0
"flow",0
"volume",0
"composition",0
"solubility",0
"stacks",0
"vents",0
"reliefs",0
"location",0
"validate",0
"estimating",0
"interviewed",0
"comparison",0
"knowledge",0
"doubt",0
"nearly",0
"hydrocarbons",0
"precursors",0
"sip",0
"attainment",0
"regions",0
"classed",0
"stopped",0
"jeopardy",0
"autos",0
"rational",0
"tended",0
"results",0
"concurs",0
"anomalies",0
"met",0
"nationwide",0
"ozone",0
"exceeded",0
"encompass",0
"concentrations",0
"urban",0
"roles",0
"formations",0
"explained",0
"mobile",0
"stationary",0
"showing",0
"necessarily",0
"prevent",0
"occurrence",0
"commends",0
"radian",0
"twelve",0
"metropolitan",0
"analyzed",0
"nitrogen",0
"oxides",0
"uniform",0
"magnetic",0
"comparable",0
"periods",0
"correct",0
"covers",0
"drawn",0
"persistence",0
"unusual",0
"episodes",0
"synoptic",0
"meteorological",0
"associated",0
"retrospect",0
"vicinity",0
"imposed",0
"differences",0
"characteristic",0
"patterns",0
"severity",0
"species",0
"trolled",0
"drastic",0
"auto",0
"traffic",0
"sequences",0
"exceeding",0
"frequencies",0
"happened",0
"illustrate",0
"quote",0
"ambassador",0
"frederick",0
"dent",0
"pent",0
"ed",0
"deficit",0
"corresponding",0
"suggests",0
"subjects",0
"greatest",0
"unless",0
"deficits",0
"scenario",0
"spend",0
"main",0
"wind",0
"dawson",0
"pretty",0
"tariff",0
"tabled",0
"tariffs",0
"below",0
"proposes",0
"repeated",0
"doing",0
"mean",0
"european",0
"tends",0
"embrace",0
"harmonization",0
"excludes",0
"agricultural",0
"hopes",0
"ambitious",0
"rage",0
"exceptions",0
"account",0
"visit",0
"summit",0
"shoot",0
"trading",0
"partners",0
"leaves",0
"gap",0
"swedes",0
"germans",0
"replacement",0
"ministers",0
"pled",0
"elections",0
"leads",0
"let",0
"things",0
"busy",0
"multilateral",0
"subgroups",0
"hammering",0
"mutual",0
"treat",0
"subsidies",0
"barriers",0
"thought",0
"settlement",0
"overviews",0
"progressing",0
"praise",0
"meant",0
"imply",0
"round",0
"want",0
"finger",0
"tell",0
"failed",0
"structures",0
"extent",0
"saying",0
"functioned",0
"forced",0
"fragment",0
"intermediates",0
"pigments",0
"fertilizers",0
"miscellaneous",0
"dyestuffs",0
"trying",0
"solicit",0
"inorganic",0
"definitely",0
"pertains",0
"sensitivity",0
"checklist",0
"ourselves",0
"reside",0
"bilateral",0
"press",0
"selection",0
"calculation",0
"rises",0
"reactivated",0
"tomorrow",0
"restructured",0
"oar",0
"outline",0
"deals",0
"stanford",0
"sri",0
"overwhelming",0
"dave",0
"amongst",0
"answer",0
"academy",0
"underlying",0
"theme",0
"appearances",0
"unworkable",0
"sectors",0
"covered",0
"enforced",0
"inspectors",0
"experienced",0
"ink",0
"prepare",0
"workshop",0
"gained",0
"idea",0
"intends",0
"attempts",0
"simplifying",0
"surfaced",0
"instructions",0
"safe",0
"disclosure",0
"article",0
"across",0
"mortality",0
"gathering",0
"topical",0
"tumor",0
"concealed",0
"manufacturer",0
"discussing",0
"didn't",0
"stricter",0
"lobbying",0
"apprehension",0
"dues",0
"whose",0
"filibuster",0
"musky",0
"blamed",0
"retirees",0
"singles",0
"breakup",0
"investigations",0
"compel",0
"dismantling",0
"outlawing",0
"bribes",0
"expand",0
"description",0
"jimmy",0
"dilemma",0
"delicacy",0
"motivate",0
"soundly",0
"castigated",0
"obviously",0
"enjoyed",0
"independence",0
"stalemate",0
"presidents",0
"legislatures",0
"covet",0
"nothing",0
"punishing",0
"ineffectual",0
"longtime",0
"watchers",0
"legislature",0
"mollie",0
"governor",0
"belief",0
"incoming",0
"apparently",0
"retain",0
"degradation",0
"evidently",0
"oppose",0
"weaken",0
"thickness",0
"drum",0
"solvents",0
"deposal",0
"carcinogens",0
"why",0
"symposium",0
"shipper",0
"maintaining",0
"intend",0
"systematic",0
"thinks",0
"redact",0
"nonresponsive",0
"discovery",0
"conceals",0
"systematically",0
"plaintiffs",0
"allege",0
"adjuncts",0
"redacted",0
"irrelevant",0
"assaults",0
"says",0
"demonstrated",0
"interaction",0
"don't",0
"exactly",0
"jurisdictional",0
"dispute",0
"intertwined",0
"pursuit",0
"wrote",0
"references",0
"liaisons",0
"facts",0
"spells",0
"coordinators",0
"recruit",0
"arrange",0
"platforms",0
"speaker",0
"weaving",0
"chief",0
"advantages",0
"interject",0
"resolve",0
"badly",0
"constant",0
"relevantly",0
"sides",0
"story",0
"carte",0
"furnish",0
"anytime",0
"sordid",0
"creature",0
"coverage",0
"commentary",0
"goes",0
"polling",0
"nineteen",0
"consistently",0
"generated",0
"surveys",0
"believable",0
"era",0
"responsive",0
"regulated",0
"sponsorship",0
"approaching",0
"liquid",0
"pregnant",0
"suspended",0
"circulation",0
"incorporate",0
"promise",0
"reissue",0
"someday",0
"sit",0
"iraq",0
"stipulating",0
"weren't",0
"confidential",0
"whatsoever",0
"unequivocally",0
"master",0
"privileged",0
"guess",0
"accomplishing",0
"documentation",0
"propertied",0
"phenomena",0
"persuasive",0
"usual",0
"mere",0
"plastic",0
"scoop",0
"enabled",0
"comparisons",0
"factual",0
"supreme",0
"park",0
"prosecuted",0
"criminal",0
"adulteration",0
"ignorance",0
"causing",0
"remote",0
"describes",0
"imposing",0
"absolute",0
"liability",0
"unions",0
"becoming",0
"staffs",0
"locals",0
"auditing",0
"anxieties",0
"impatient",0
"suing",0
"employers",0
"demands",0
"visibility",0
"irving",0
"characterization",0
"perception",0
"unflattering",0
"succeeded",0
"reversing",0
"caucus",0
"demonstrates",0
"lesion",0
"counterparts",0
"problematical",0
"anymore",0
"solicitation",0
"presumes",0
"coordinator",0
"communicating",0
"implanting",0
"consisted",0
"memo",0
"benzene",0
"epidemiology",0
"publicized",0
"adding",0
"convincing",0
"consolidate",0
"turns",0
"otto",0
"mistaken",0
"reanalysis",0
"outset",0
"boasting",0
"dropping",0
"impurities",0
"volumes",0
"hilarious",0
"recollection",0
"easy",0
"leaving",0
"town",0
"cows",0
"too",0
"i'm",0
"run",0
"businessmen",0
"decade",0
"movement",0
"reasons",0
"bias",0
"history",0
"television",0
"selecting",0
"rise",0
"complaints",0
"lacks",0
"grass",0
"roots",0
"telling",0
"opinions",0
"room",0
"once",0
"vernacular",0
"votes",0
"tally",0
"managers",0
"concealing",0
"origins",0
"marshaled",0
"untapped",0
"stock",0
"holders",0
"preservation",0
"contemplates",0
"mobilization",0
"labels",0
"precautionary",0
"britain",0
"thinking",0
"wrestling",0
"hazards",0
"suspected",0
"versus",0
"defendants",0
"gaffe",0
"studied",0
"subsequently",0
"kinds",0
"sometimes",0
"explanatory",0
"standford",0
"firms",0
"expressly",0
"endorses",0
"competition",0
"merit",0
"accuracy",0
"possessive",0
"citizen",0
"employing",0
"budgets",0
"counteract",0
"foundations",0
"achieving",0
"achieve",0
"juridical",0
"patterned",0
"runner",0
"tenets",0
"nobody",0
"else",0
"endorsement",0
"can't",0
"seem",0
"secrecy",0
"agreements",0
"solicited",0
"gulf",0
"inherent",0
"properties",0
"ignoring",0
"dosage",0
"deliberate",0
"go",0
"slow",0
"continuous",0
"dimethyl",0
"sulfate",0
"suspensions",0
"arsenic",0
"zirconium",0
"powder",0
"permanently",0
"readiness",0
"spoke",0
"regionally",0
"pacs",0
"observation",0
"insensitive",0
"sufficiently",0
"visiting",0
"hinges",0
"carcinogen",0
